,INVENTORY_ID,PLOT_ID,AGE,MUNICIPALITY,SPECIE_IFN_ID,BASAL_AREA,DENSITY,MEAN_DBH,MEAN_H,QM_DBH,DOMINANT_H
15103,IFN2,28_10_IFN2,18,88,21,11.2677375,1050.42262440651,11.4909090909091,6.40909090909091,11.6866862866955,7
15105,IFN2,28_104_IFN2,34,97,21,40.2339145833333,1679.96884374778,17.1236842105263,6.30842105263158,17.4622656334346,7
15107,IFN2,28_105_IFN2,26,97,21,28.6407263888889,2143.28656697086,12.6572607260726,5.82590759075908,13.0438847374126,7.88333333333333
15118,IFN2,28_112_IFN2,23,88,21,12.2618930555556,392.582192960009,19.6324324324324,8.99099099099099,19.9419913252919,8.96666666666667
15119,IFN2,28_113_IFN2,24,88,21,48.2519458333333,1559.71844230057,19.4938775510204,10.8072562358277,19.8467487356028,10.9375
15129,IFN2,28_115_IFN2,10,88,21,0.664225,127.323954473516,8.15,3.5,8.15,3.5
15130,IFN2,28_118_IFN2,36,69,21,38.9947993055556,2206.94854420762,14.5204326923077,11.8004807692308,14.9989998331085,13.85
15131,IFN2,28_122_IFN2,39,69,21,1.092025,31.8309886183791,20.9,6.5,20.9,6.5
15137,IFN2,28_129_IFN2,22,69,21,35.8041173611111,1955.83741177374,14.8311934900543,10.3607594936709,15.2670515052401,11.0645161290323
15138,IFN2,28_130_IFN2,20,69,21,15.9972125,1623.38041953733,11.0274509803922,5.47058823529412,11.2012648095353,6625
15139,IFN2,28_134_IFN2,30,118,21,19.7888875,2196.33821466816,10.4913043478261,5.04347826086957,10.7106577018313,6125
15140,IFN2,28_135_IFN2,41,118,21,38.83754375,1955.83741177374,15.6035262206148,10.7462929475588,15.9006384429465,11.4677419354839
15141,IFN2,28_136_IFN2,38,118,21,45.8586458333333,2097.30847229987,16.0069139966273,11.6711635750422,16.6853191016669,13125
15144,IFN2,28_137_IFN2,20,69,21,6.55961875,668.45076098596,10.8357142857143,4.80952380952381,11.1778852672417,6
15155,IFN2,28_140_IFN2,42,118,21,41.4193361111111,2189.26466164185,15.1497576736672,9.94426494345719,15.5205637732155,11.2352941176471
15160,IFN2,28_142_IFN2,39,118,21,24.20124375,3278.59182769304,9.58495145631068,5.11165048543689,9.69460739903165,6
15161,IFN2,28_143_IFN2,22,118,21,15.22259375,1941.69030572112,9.83524590163934,5.97540983606557,9.99101030353016,6.5
15164,IFN2,28_148_IFN2,38,118,21,8.35256666666667,226.353696841807,20.9546875,9.390625,21.675605527874,10.8918918918919
15165,IFN2,28_149_IFN2,21,118,21,12.97543125,827.605704077856,14.0442307692308,7.17307692307692,14.1287656655056,7.5
15166,IFN2,28_15_IFN2,26,71,21,16.17490625,954.929658551372,14.5983333333333,6.81666666666667,14.685551289164,7125
15176,IFN2,28_153_IFN2,39,27,21,22.2472090277778,1333.36474545877,14.0887267904509,6.43103448275862,14.575328205831,7.94285714285714
15178,IFN2,28_154_IFN2,28,118,21,17.75953125,1692.13535495303,10.9655756207675,5.29119638826185,11.5598782184061,7.36708860759494
15189,IFN2,28_155_IFN2,19,118,21,12.65765,1145.91559026165,11.6333333333333,5.25,11.8591970873055,5375
15190,IFN2,28_156_IFN2,19,118,21,5.00779375,381.971863420549,12.7375,5.54166666666667,12.9200022574817,6125
15194,IFN2,28_16_IFN2,18,71,21,3.503325,509.295817894065,9.3125,4,9.35858563031829,3.5
15195,IFN2,28_165_IFN2,19,120,21,7.4665875,413.802852038928,15.0461538461538,5.42307692307692,15.1572145807254,6125
15203,IFN2,28_168_IFN2,15,120,21,3.189125,413.802852038928,9.73076923076923,4.69230769230769,9.90590344577026,5
15209,IFN2,28_172_IFN2,26,120,21,5.40674722222222,537.590029999291,10.7355263157895,4.96052631578947,11.3161185692659,6.09090909090909
15231,IFN2,28_18_IFN2,10,1,21,1.155625,127.323954473516,10.75,3.5,10.75,3.5
15254,IFN2,28_2_IFN2,14,143,21,2.30435,381.971863420549,8.7,3.83333333333333,8.76422652985799,4
